date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:57:50	29421/29421	---M--	200	added ('OK')	image/png	etag:88d963ef1b91496080e2cef1930e615d	https://www.mayoclinic.org/~/media/4886255CEFB640F581D9F3FD7D2E74E6.png	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/_/media/4886255CEFB640F581D9F3FD7D2E74E6.png	(from https://www.mayoclinic.org/bundles/styles/goldStandardHeader.css?v=6CF3471B5428CA8287081568502A61A542C191C8)
18:57:51	943/943	---M--	200	added ('OK')	image/jpeg	etag:%2271c091b07740d91:0%22	https://www.mayoclinic.org/styles/css/gbs/img/bg-main-header.jpg	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/styles/css/gbs/img/bg-main-header.jpg	(from https://www.mayoclinic.org/bundles/styles/goldStandardHeader.css?v=6CF3471B5428CA8287081568502A61A542C191C8)
18:57:51	225/225	---M--	200	added ('OK')	image/png	etag:%2294e92b07740d91:0%22	https://www.mayoclinic.org/styles/css/gbs/img/bg-main-nav.jpg	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/styles/css/gbs/img/bg-main-nav.png	(from https://www.mayoclinic.org/bundles/styles/goldStandardHeader.css?v=6CF3471B5428CA8287081568502A61A542C191C8)
18:57:51	4463/4463	---M--	200	added ('OK')	image/png	etag:%22d1f5a4b17740d91:0%22	https://www.mayoclinic.org/styles/img/gbs/bg-main-nav.png	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/styles/img/gbs/bg-main-nav.png	(from https://www.mayoclinic.org/bundles/styles/goldStandardHeader.css?v=6CF3471B5428CA8287081568502A61A542C191C8)
18:57:52	201400/201400	---M-Z	200	added ('OK')	text/css	etag:%22ea497fb07740d91:0%22	https://www.mayoclinic.org/styles/css/gbs/common.css	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/styles/css/gbs/common.css	(from https://www.mayoclinic.org/es-es/diseases-conditions/type-2-diabetes/symptoms-causes/syc-20351193?p=1)
18:57:52	5500/5500	---M-Z	200	added ('OK')	text/css	etag:%224511a4b07740d91:0%22	https://www.mayoclinic.org/styles/css/gbs/print.css	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/styles/css/gbs/print.css	(from https://www.mayoclinic.org/es-es/diseases-conditions/type-2-diabetes/symptoms-causes/syc-20351193?p=1)
18:57:53	2206/2206	---M--	200	added ('OK')	image/png	etag:23295a99604e494c8fd33414504c09f6	https://www.mayoclinic.org/-/media/images/mayologo.png	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/-/media/images/mayologo.png	(from https://www.mayoclinic.org/es-es/diseases-conditions/type-2-diabetes/symptoms-causes/syc-20351193?p=1)
18:57:53	2902/2902	---M-Z	200	added ('OK')	text/css	etag:%222aa7bc4be37e1e7476670647491f18d7:1676304075.962255%22	https://www.mayoclinic.org/mayofonts/Fonts/mayo/fonts.css	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/mayofonts/Fonts/mayo/fonts.css	(from https://www.mayoclinic.org/~/media/kcms/ux/css/newslettereh.css)
18:57:54	30466/30466	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Mar%202023%2021:57:56%20GMT	https://www.mayoclinic.org/es-es/diseases-conditions/type-2-diabetes/symptoms-causes/POST	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/es-es/diseases-conditions/type-2-diabetes/symptoms-causes/POST	(from https://www.mayoclinic.org/es-es/diseases-conditions/type-2-diabetes/symptoms-causes/~/media/kcms/ux/javascript/newslettereh.js)
18:57:56	566/566	---M--	200	added ('OK')	image/jpeg	etag:%227deb1ab27740d91:0%22	https://www.mayoclinic.org/styles/img/gbs/sprites/sprite-button.png	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/styles/img/gbs/sprites/sprite-button.jpg	(from https://www.mayoclinic.org/styles/css/gbs/common.css)
18:57:56	134/134	---M--	200	added ('OK')	image/png	etag:%22c29cbcb17740d91:0%22	https://www.mayoclinic.org/styles/img/gbs/icn_print.png	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/styles/img/gbs/icn_print.png	(from https://www.mayoclinic.org/styles/css/gbs/common.css)
18:57:57	160/160	---M--	200	added ('OK')	image/gif	etag:%223ce8bdb17740d91:0%22	https://www.mayoclinic.org/styles/img/gbs/icon-breadcrumb.gif	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/styles/img/gbs/icon-breadcrumb.gif	(from https://www.mayoclinic.org/styles/css/gbs/common.css)
18:57:57	318/318	---M--	200	added ('OK')	image/png	etag:%227f8bfb17740d91:0%22	https://www.mayoclinic.org/styles/img/gbs/icon-eye.png	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/styles/img/gbs/icon-eye.png	(from https://www.mayoclinic.org/styles/css/gbs/common.css)
18:57:57	99/99	---M--	200	added ('OK')	image/png	etag:%22374563b37740d91:0%22	https://www.mayoclinic.org/UniversalNav/Styles/img/bg_input_text.png	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/UniversalNav/Styles/img/bg_input_text.png	(from https://www.mayoclinic.org/styles/css/gbs/common.css)
18:57:57	656/656	---M--	200	added ('OK')	image/png	etag:%2275e163b37740d91:0%22	https://www.mayoclinic.org/UniversalNav/Styles/img/icon-search.png	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/UniversalNav/Styles/img/icon-search.png	(from https://www.mayoclinic.org/styles/css/gbs/common.css)
18:57:58	171/171	---M--	200	added ('OK')	image/gif	etag:%22271e63b37740d91:0%22	https://www.mayoclinic.org/UniversalNav/Styles/img/bg-nav-arrow-down.png	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/UniversalNav/Styles/img/bg-nav-arrow-down.gif	(from https://www.mayoclinic.org/styles/css/gbs/common.css)
18:57:58	3220/3220	---M--	200	added ('OK')	image/png	etag:%2291a65b37740d91:0%22	https://www.mayoclinic.org/UniversalNav/Styles/img/sprite-globalnav.png	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/UniversalNav/Styles/img/sprite-globalnav.png	(from https://www.mayoclinic.org/styles/css/gbs/common.css)
18:57:58	306/306	---M--	200	added ('OK')	image/png	etag:%225c9363b37740d91:0%22	https://www.mayoclinic.org/UniversalNav/Styles/img/icon-search-white.png	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/UniversalNav/Styles/img/icon-search-white.png	(from https://www.mayoclinic.org/styles/css/gbs/common.css)
18:57:58	462/462	---M--	200	added ('OK')	image/png	etag:%22276865b37740d91:0%22	https://www.mayoclinic.org/UniversalNav/Styles/img/sprite-globalnavarrows.png	C:/My%20Web%20Sites/MELLITUS%20WP/www.mayoclinic.org/UniversalNav/Styles/img/sprite-globalnavarrows.png	(from https://www.mayoclinic.org/styles/css/gbs/common.css)
